CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2016-09-28,soir,13,296989.154,5031857.24,-73.59981693,45.42660591
Vol dans / sur véhicule à moteur,2016-07-29,jour,46,300934.188,5051327,-73.54955582,45.6018357
Introduction,2017-01-04,jour,30,295799.124,5048836.515,-73.61533617,45.57937812
Vol de véhicule à moteur,2017-10-09,nuit,39,294644.094,5049933,-73.63015935,45.5892287
Méfait,2017-07-02,soir,39,294644.094,5049933,-73.63015935,45.5892287
Vol dans / sur véhicule à moteur,2016-02-03,jour,39,294644.094,5049933,-73.63015935,45.5892287
Vol de véhicule à moteur,2016-07-04,nuit,13,294131.061,5030776.347,-73.63631778,45.4168417
Vol de véhicule à moteur,2016-07-11,nuit,13,294131.061,5030776.347,-73.63631778,45.4168417
Méfait,2016-07-22,jour,13,297103.375,5032195.5,-73.59836256,45.42965102
Introduction,2016-11-28,soir,13,295753,5030958,-73.61559753,45.41849916
Introduction,2017-10-09,soir,46,300812.438,5051356.5,-73.55111677,45.60210047
Vol dans / sur véhicule à moteur,2016-07-29,soir,42,297433.438,5050707.5,-73.59442252,45.596233
Vol de véhicule à moteur,2016-11-21,nuit,42,297433.438,5050707.5,-73.59442252,45.596233
Méfait,2017-05-30,jour,48,303533.314,5050700.603,-73.51623602,45.5962088
Vol de véhicule à moteur,2016-07-25,nuit,48,303533.314,5050700.603,-73.51623602,45.5962088
Vol de véhicule à moteur,2015-05-26,nuit,13,296502.75,5031216,-73.60602201,45.42083008
Introduction,2016-12-05,soir,13,293560.688,5030990,-73.64361032,45.41875533
Méfait,2015-11-19,jour,13,293560.688,5030990,-73.64361032,45.41875533
Méfait,2015-08-11,nuit,39,294350.349,5050325.489,-73.63393241,45.59275606
Introduction,2017-06-21,soir,39,294350.349,5050325.489,-73.63393241,45.59275606
Introduction,2017-08-30,jour,39,294350.349,5050325.489,-73.63393241,45.59275606
Méfait,2016-05-01,jour,39,294350.349,5050325.489,-73.63393241,45.59275606
Vol de véhicule à moteur,2016-05-27,nuit,39,294350.349,5050325.489,-73.63393241,45.59275606
Vols qualifiés,2017-01-02,soir,39,294350.349,5050325.489,-73.63393241,45.59275606
Vol de véhicule à moteur,2016-07-19,nuit,39,294350.349,5050325.489,-73.63393241,45.59275606
Vol dans / sur véhicule à moteur,2017-03-31,jour,39,294350.349,5050325.489,-73.63393241,45.59275606
Méfait,2017-02-23,soir,39,294350.349,5050325.489,-73.63393241,45.59275606
Introduction,2017-04-01,jour,39,294350.349,5050325.489,-73.63393241,45.59275606
Méfait,2015-07-23,soir,39,294350.349,5050325.489,-73.63393241,45.59275606
Introduction,2016-01-07,soir,5,286519.906,5033565.5,-73.73366893,45.44178236
Vol de véhicule à moteur,2016-06-05,jour,42,296954.688,5050345.5,-73.60055317,45.59297039
Méfait,2016-06-06,jour,13,296902.813,5031701,-73.6009178,45.42519901
Méfait,2016-06-15,soir,13,296381.313,5030960,-73.60756935,45.418525
Vol dans / sur véhicule à moteur,2016-11-15,jour,7,290648.6537,5042427.037,-73.68114805,45.52161796
Vol dans / sur véhicule à moteur,2017-07-18,jour,7,290648.6537,5042427.037,-73.68114805,45.52161796
Vol dans / sur véhicule à moteur,2016-08-01,nuit,13,296936.313,5031760,-73.60049064,45.4257303
Vols qualifiés,2017-12-11,soir,13,293804.406,5030809,-73.64049219,45.41713047
Vol de véhicule à moteur,2017-03-28,jour,13,293804.406,5030809,-73.64049219,45.41713047
Vol de véhicule à moteur,2016-09-14,jour,13,293804.406,5030809,-73.64049219,45.41713047
Vol de véhicule à moteur,2016-09-26,jour,13,293804.406,5030809,-73.64049219,45.41713047
Introduction,2017-01-08,soir,13,293804.406,5030809,-73.64049219,45.41713047
Introduction,2017-03-12,jour,13,293804.406,5030809,-73.64049219,45.41713047
Méfait,2016-03-25,soir,13,293804.406,5030809,-73.64049219,45.41713047
Vols qualifiés,2016-06-17,jour,13,293804.406,5030809,-73.64049219,45.41713047
Introduction,2015-03-16,soir,16,299431.844,5036541,-73.56865226,45.46877579
Introduction,2015-06-14,nuit,16,299431.844,5036541,-73.56865226,45.46877579
Vol de véhicule à moteur,2015-11-19,soir,24,295339.469,5041850,-73.62109106,45.51650499
Vol dans / sur véhicule à moteur,2017-11-02,jour,39,294295.938,5052227.5,-73.63467073,45.60987002
Vol dans / sur véhicule à moteur,2015-02-20,jour,24,295666.063,5042369.5,-73.61692048,45.52118401
Méfait,2016-04-20,soir,24,295666.063,5042369.5,-73.61692048,45.52118401
Introduction,2016-03-03,nuit,24,295666.063,5042369.5,-73.61692048,45.52118401
Vols qualifiés,2015-08-10,soir,24,295666.063,5042369.5,-73.61692048,45.52118401
Introduction,2015-08-13,nuit,24,295666.063,5042369.5,-73.61692048,45.52118401
Méfait,2016-03-11,jour,5,287399.875,5033630,-73.72242292,45.44238522
Vol dans / sur véhicule à moteur,2016-08-22,jour,16,299207.563,5034192,-73.57149383,45.44763656
Méfait,2015-02-12,jour,16,299111.219,5034205,-73.57272564,45.44775277
Méfait,2015-08-09,nuit,16,299111.219,5034205,-73.57272564,45.44775277
Méfait,2015-08-09,nuit,16,299111.219,5034205,-73.57272564,45.44775277
Méfait,2015-11-24,soir,16,299111.219,5034205,-73.57272564,45.44775277
Vol dans / sur véhicule à moteur,2015-07-13,jour,16,299111.219,5034205,-73.57272564,45.44775277
Vol dans / sur véhicule à moteur,2015-11-09,jour,16,299111.219,5034205,-73.57272564,45.44775277
Vol dans / sur véhicule à moteur,2015-12-08,jour,16,299111.219,5034205,-73.57272564,45.44775277
Introduction,2016-08-19,jour,16,299111.219,5034205,-73.57272564,45.44775277
Vol dans / sur véhicule à moteur,2017-11-29,jour,16,299111.219,5034205,-73.57272564,45.44775277
Introduction,2015-08-28,jour,5,287520.188,5033657,-73.72088594,45.44263116
Vol de véhicule à moteur,2017-03-24,jour,24,295480.563,5042073,-73.61928936,45.51851353
Méfait,2015-08-23,jour,24,295480.563,5042073,-73.61928936,45.51851353
Vol dans / sur véhicule à moteur,2017-07-22,soir,24,296784.875,5042107,-73.60259467,45.51883569
Vol dans / sur véhicule à moteur,2017-04-01,jour,24,296784.875,5042107,-73.60259467,45.51883569
Méfait,2016-10-16,soir,24,295525.688,5042146.5,-73.61871315,45.51917551
Introduction,2017-12-11,jour,24,295525.688,5042146.5,-73.61871315,45.51917551
Méfait,2015-06-10,jour,24,295525.688,5042146.5,-73.61871315,45.51917551
Méfait,2016-04-02,jour,39,294741.25,5050094,-73.62891751,45.59067883
Vol dans / sur véhicule à moteur,2015-07-02,soir,46,301615.031,5051568,-73.54082967,45.60400774
Introduction,2017-11-18,jour,46,301615.031,5051568,-73.54082967,45.60400774
Introduction,2015-05-19,soir,5,279248.156,5033617,-73.82662289,45.44201781
Vol dans / sur véhicule à moteur,2015-07-06,nuit,5,279248.156,5033617,-73.82662289,45.44201781
Introduction,2015-05-19,jour,5,279248.156,5033617,-73.82662289,45.44201781
Vol de véhicule à moteur,2015-03-12,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Méfait,2018-03-19,jour,38,298430.605,5042440.581,-73.58153347,45.52185436
Introduction,2018-04-30,jour,21,300031.401,5041834.03,-73.56103608,45.51640916
Introduction,2017-06-26,jour,16,299262.563,5036551,-73.57081727,45.46886445
Vol dans / sur véhicule à moteur,2016-10-12,soir,16,299262.563,5036551,-73.57081727,45.46886445
Méfait,2016-12-01,jour,16,299262.563,5036551,-73.57081727,45.46886445
Vol dans / sur véhicule à moteur,2016-08-29,jour,16,299262.563,5036551,-73.57081727,45.46886445
Introduction,2016-09-19,soir,16,299262.563,5036551,-73.57081727,45.46886445
Vol dans / sur véhicule à moteur,2015-07-06,jour,16,299262.563,5036551,-73.57081727,45.46886445
Introduction,2015-06-23,soir,16,299262.563,5036551,-73.57081727,45.46886445
Introduction,2015-04-06,soir,16,299262.563,5036551,-73.57081727,45.46886445
Vol de véhicule à moteur,2016-08-15,jour,39,294767.531,5052338.5,-73.62862682,45.61087579
Vol de véhicule à moteur,2018-03-21,nuit,30,297649.945,5046689.088,-73.59158859,45.56007638
Vol dans / sur véhicule à moteur,2018-11-15,soir,20,298995.149,5039859.581,-73.57427629,45.49863439
Introduction,2018-11-11,jour,20,298995.149,5039859.581,-73.57427629,45.49863439
Introduction,2017-11-15,soir,8,290657.875,5032569,-73.68074619,45.43291132
Vol dans / sur véhicule à moteur,2018-03-15,soir,20,298995.149,5039859.581,-73.57427629,45.49863439
Méfait,2016-03-01,soir,8,290657.875,5032569,-73.68074619,45.43291132
Méfait,2018-06-21,jour,20,298995.149,5039859.581,-73.57427629,45.49863439
Méfait,2017-03-19,jour,8,290657.875,5032569,-73.68074619,45.43291132
Vol de véhicule à moteur,2015-11-05,jour,8,290657.875,5032569,-73.68074619,45.43291132
Méfait,2015-08-14,soir,8,290657.875,5032569,-73.68074619,45.43291132
Vol dans / sur véhicule à moteur,2015-02-17,nuit,42,295964.281,5049899,-73.61323909,45.58894078
Vol de véhicule à moteur,2015-05-12,nuit,42,295964.281,5049899,-73.61323909,45.58894078
Vol dans / sur véhicule à moteur,2015-07-03,soir,42,295964.281,5049899,-73.61323909,45.58894078
Méfait,2015-09-29,jour,42,295964.281,5049899,-73.61323909,45.58894078
Méfait,2016-09-26,jour,42,295964.281,5049899,-73.61323909,45.58894078
Méfait,2016-10-03,jour,42,295964.281,5049899,-73.61323909,45.58894078
Vol dans / sur véhicule à moteur,2018-05-01,nuit,7,290982.375,5040917.5,-73.67683364,45.50804128
Vol dans / sur véhicule à moteur,2018-11-03,soir,20,299048.399,5039935.572,-73.57359582,45.49931863
Méfait,2015-10-31,jour,7,290629.094,5041376,-73.68136805,45.51215994
Vol dans / sur véhicule à moteur,2017-06-27,soir,16,299275.25,5036727.5,-73.57065701,45.47045278
Méfait,2017-06-14,soir,16,299275.25,5036727.5,-73.57065701,45.47045278
Introduction,2016-06-24,soir,16,299275.25,5036727.5,-73.57065701,45.47045278
Vol dans / sur véhicule à moteur,2017-04-05,jour,16,299275.25,5036727.5,-73.57065701,45.47045278
Vols qualifiés,2015-08-22,soir,16,299275.25,5036727.5,-73.57065701,45.47045278
Méfait,2015-04-18,jour,16,299275.25,5036727.5,-73.57065701,45.47045278
Vol dans / sur véhicule à moteur,2015-07-15,nuit,16,299275.25,5036727.5,-73.57065701,45.47045278
Vol de véhicule à moteur,2015-05-17,jour,16,299275.25,5036727.5,-73.57065701,45.47045278
Vols qualifiés,2015-04-23,soir,16,299275.25,5036727.5,-73.57065701,45.47045278
Vol dans / sur véhicule à moteur,2016-07-09,jour,31,295776.716,5044139.161,-73.61553664,45.53710951
Introduction,2016-09-18,jour,31,295776.716,5044139.161,-73.61553664,45.53710951
Vol dans / sur véhicule à moteur,2016-07-17,jour,31,295776.716,5044139.161,-73.61553664,45.53710951
Vol dans / sur véhicule à moteur,2017-03-10,jour,31,295776.716,5044139.161,-73.61553664,45.53710951
Vol dans / sur véhicule à moteur,2015-10-17,jour,31,295776.716,5044139.161,-73.61553664,45.53710951
Introduction,2015-02-16,soir,31,295776.716,5044139.161,-73.61553664,45.53710951
Introduction,2017-08-04,jour,39,294571.406,5049875,-73.63108971,45.58870573
Vol de véhicule à moteur,2016-05-11,nuit,39,294571.406,5049875,-73.63108971,45.58870573
Vol de véhicule à moteur,2017-02-14,jour,39,294571.406,5049875,-73.63108971,45.58870573
Vol dans / sur véhicule à moteur,2017-10-21,jour,8,291922.406,5033364,-73.66460547,45.44008956
Méfait,2017-04-09,jour,13,294741.906,5032076,-73.62853952,45.42854572
Méfait,2018-11-04,nuit,20,299048.399,5039935.572,-73.57359582,45.49931863
Introduction,2017-10-31,soir,9,292900.786,5038787.78,-73.65223086,45.48891256
Vols qualifiés,2018-07-10,jour,20,299048.399,5039935.572,-73.57359582,45.49931863
Vols qualifiés,2018-06-10,soir,20,299048.399,5039935.572,-73.57359582,45.49931863
Vols qualifiés,2018-08-03,soir,20,299048.399,5039935.572,-73.57359582,45.49931863
Introduction,2018-01-22,soir,20,299048.399,5039935.572,-73.57359582,45.49931863
Vol de véhicule à moteur,2017-08-09,jour,39,294508.063,5049083.5,-73.63188484,45.58158266
Vol de véhicule à moteur,2017-02-16,soir,39,294508.063,5049083.5,-73.63188484,45.58158266
Méfait,2017-04-13,jour,39,294508.063,5049083.5,-73.63188484,45.58158266
Vol de véhicule à moteur,2015-12-08,jour,39,294508.063,5049083.5,-73.63188484,45.58158266
