CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol de véhicule à moteur,2016-10-28,jour,31,296275.385,5045888.573,-73.60918203,45.55285761
Vol de véhicule à moteur,2015-05-23,jour,31,296275.385,5045888.573,-73.60918203,45.55285761
Introduction,2017-06-14,jour,20,300614.385,5039508.895,-73.55355429,45.49549036
Introduction,2015-12-21,jour,20,300614.385,5039508.895,-73.55355429,45.49549036
Vol de véhicule à moteur,2017-10-16,jour,16,299875.781,5035758.5,-73.56296701,45.46173774
Méfait,2017-10-03,jour,16,299875.781,5035758.5,-73.56296701,45.46173774
Vols qualifiés,2017-10-30,nuit,16,299875.781,5035758.5,-73.56296701,45.46173774
Méfait,2016-04-11,jour,16,299875.781,5035758.5,-73.56296701,45.46173774
Vol dans / sur véhicule à moteur,2016-04-03,jour,16,299875.781,5035758.5,-73.56296701,45.46173774
Introduction,2017-02-26,soir,16,299875.781,5035758.5,-73.56296701,45.46173774
Vol dans / sur véhicule à moteur,2016-08-21,jour,46,300157.688,5051862.5,-73.55951486,45.60664952
Vol de véhicule à moteur,2015-01-06,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Vol de véhicule à moteur,2015-06-18,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Vol dans / sur véhicule à moteur,2017-09-18,jour,13,293913,5032741,-73.63914738,45.43451732
Vol de véhicule à moteur,2017-06-02,jour,13,293913,5032741,-73.63914738,45.43451732
Méfait,2016-03-14,jour,13,293913,5032741,-73.63914738,45.43451732
Méfait,2015-05-01,soir,13,293913,5032741,-73.63914738,45.43451732
Vol dans / sur véhicule à moteur,2017-03-21,jour,13,293913,5032741,-73.63914738,45.43451732
Vol dans / sur véhicule à moteur,2017-04-23,jour,13,293913,5032741,-73.63914738,45.43451732
Vol de véhicule à moteur,2015-12-08,nuit,13,293913,5032741,-73.63914738,45.43451732
Vol de véhicule à moteur,2015-12-08,nuit,13,293913,5032741,-73.63914738,45.43451732
Introduction,2015-12-08,jour,13,293913,5032741,-73.63914738,45.43451732
Vol dans / sur véhicule à moteur,2016-02-17,jour,13,293913,5032741,-73.63914738,45.43451732
Introduction,2016-03-15,soir,13,293913,5032741,-73.63914738,45.43451732
Vol de véhicule à moteur,2015-07-09,soir,13,293913,5032741,-73.63914738,45.43451732
Vol dans / sur véhicule à moteur,2015-06-23,jour,13,293913,5032741,-73.63914738,45.43451732
Vol de véhicule à moteur,2015-07-31,soir,13,293913,5032741,-73.63914738,45.43451732
Méfait,2015-07-29,jour,13,295434.219,5032595.5,-73.61970187,45.43323007
Vol de véhicule à moteur,2016-07-06,jour,13,295434.219,5032595.5,-73.61970187,45.43323007
Méfait,2016-08-26,jour,13,295434.219,5032595.5,-73.61970187,45.43323007
Vol de véhicule à moteur,2017-02-07,nuit,13,295434.219,5032595.5,-73.61970187,45.43323007
Vol de véhicule à moteur,2016-07-20,soir,13,295434.219,5032595.5,-73.61970187,45.43323007
Vol dans / sur véhicule à moteur,2015-08-16,soir,42,296537.25,5048942.5,-73.60587972,45.58034096
Vol dans / sur véhicule à moteur,2016-12-09,jour,42,296537.25,5048942.5,-73.60587972,45.58034096
Vol dans / sur véhicule à moteur,2015-12-07,jour,42,296537.25,5048942.5,-73.60587972,45.58034096
Introduction,2015-01-12,soir,16,299155.969,5034881.5,-73.57216132,45.45384062
Vol dans / sur véhicule à moteur,2016-07-22,jour,35,297116.653,5044059.197,-73.59837849,45.53640603
Vol dans / sur véhicule à moteur,2015-02-10,jour,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2016-04-19,jour,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2017-01-17,soir,16,299155.969,5034881.5,-73.57216132,45.45384062
Vol dans / sur véhicule à moteur,2018-07-13,soir,35,295807.196,5043896.786,-73.61514192,45.53492893
Introduction,2017-04-18,nuit,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2017-04-18,nuit,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2015-12-08,soir,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2015-12-12,jour,16,299155.969,5034881.5,-73.57216132,45.45384062
Introduction,2017-12-27,nuit,8,291141.219,5032978,-73.6745801,45.43660132
Introduction,2018-06-06,soir,27,292063.519,5044705.966,-73.66309603,45.54215183
Introduction,2017-06-02,jour,48,303354.499,5051070.616,-73.51852911,45.59953794
Introduction,2018-06-29,jour,27,292063.519,5044705.966,-73.66309603,45.54215183
Vol dans / sur véhicule à moteur,2015-07-26,jour,48,303354.499,5051070.616,-73.51852911,45.59953794
Vol dans / sur véhicule à moteur,2015-09-11,jour,48,303354.499,5051070.616,-73.51852911,45.59953794
Introduction,2015-09-18,jour,48,303354.499,5051070.616,-73.51852911,45.59953794
Méfait,2018-09-12,jour,46,301144.031,5052833.5,-73.54687714,45.61539272
Vol de véhicule à moteur,2018-09-23,nuit,46,301144.031,5052833.5,-73.54687714,45.61539272
Introduction,2016-05-06,soir,39,294378.75,5050038.5,-73.63356227,45.59017409
Méfait,2016-04-30,jour,39,294378.75,5050038.5,-73.63356227,45.59017409
Vol de véhicule à moteur,2015-01-06,nuit,39,294378.75,5050038.5,-73.63356227,45.59017409
Introduction,2015-06-15,soir,16,299724.411,5036841.359,-73.56491379,45.47148075
Vol dans / sur véhicule à moteur,2016-05-30,jour,16,299724.411,5036841.359,-73.56491379,45.47148075
Introduction,2018-02-16,jour,42,297274.688,5050759,-73.59645812,45.59669471
Méfait,2016-05-12,jour,16,299724.411,5036841.359,-73.56491379,45.47148075
Méfait,2016-06-04,jour,9,291413.406,5035312.5,-73.67116467,45.45761353
Vol dans / sur véhicule à moteur,2017-03-22,soir,9,291413.406,5035312.5,-73.67116467,45.45761353
Introduction,2017-12-29,soir,7,289290.6429,5042432.741,-73.69853171,45.52164039
Introduction,2016-04-12,soir,7,289290.6429,5042432.741,-73.69853171,45.52164039
Vol dans / sur véhicule à moteur,2015-07-06,soir,7,289290.6429,5042432.741,-73.69853171,45.52164039
Méfait,2017-05-18,jour,8,291222.5,5032997.5,-73.67354174,45.43677837
Méfait,2016-06-15,jour,5,279210.7342,5033285.022,-73.82708397,45.43902917
Vol de véhicule à moteur,2018-03-27,nuit,27,292565.392,5046259.039,-73.65670819,45.55613588
Méfait,2017-10-20,soir,5,279210.7342,5033285.022,-73.82708397,45.43902917
Méfait,2018-04-26,soir,27,292565.392,5046259.039,-73.65670819,45.55613588
Méfait,2017-08-18,jour,48,302065.01,5051614.492,-73.53506143,45.604428
Vol de véhicule à moteur,2017-02-24,nuit,48,302227.06,5051546.731,-73.53298366,45.60381889
Introduction,2015-05-08,nuit,48,302227.06,5051546.731,-73.53298366,45.60381889
Vol dans / sur véhicule à moteur,2018-06-19,nuit,27,292565.392,5046259.039,-73.65670819,45.55613588
Vol dans / sur véhicule à moteur,2016-07-18,jour,39,294525.469,5049840.5,-73.63167771,45.58839461
Introduction,2015-10-18,jour,39,294525.469,5049840.5,-73.63167771,45.58839461
Introduction,2015-03-11,soir,39,294525.469,5049840.5,-73.63167771,45.58839461
Vol dans / sur véhicule à moteur,2015-08-01,soir,44,300017.912,5045695.72,-73.56124644,45.55115801
Vol dans / sur véhicule à moteur,2015-10-30,jour,44,300017.912,5045695.72,-73.56124644,45.55115801
Méfait,2016-04-02,jour,44,300017.912,5045695.72,-73.56124644,45.55115801
Introduction,2017-02-01,jour,44,300017.912,5045695.72,-73.56124644,45.55115801
Méfait,2015-05-17,soir,48,303580.79,5050974.798,-73.51562817,45.59867617
Vol de véhicule à moteur,2018-10-28,jour,27,292565.392,5046259.039,-73.65670819,45.55613588
Vol de véhicule à moteur,2018-08-07,jour,27,292565.392,5046259.039,-73.65670819,45.55613588
Méfait,2017-07-21,jour,48,303580.79,5050974.798,-73.51562817,45.59867617
Vol dans / sur véhicule à moteur,2017-07-24,jour,48,303580.79,5050974.798,-73.51562817,45.59867617
Introduction,2017-03-10,jour,48,303580.79,5050974.798,-73.51562817,45.59867617
Vol dans / sur véhicule à moteur,2015-08-24,soir,48,303580.79,5050974.798,-73.51562817,45.59867617
Vol dans / sur véhicule à moteur,2015-12-25,jour,48,303580.79,5050974.798,-73.51562817,45.59867617
Méfait,2015-06-13,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Méfait,2015-05-17,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Méfait,2015-07-02,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Méfait,2015-10-26,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Méfait,2016-08-17,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Introduction,2016-07-29,jour,13,294593.469,5031960.5,-73.63043411,45.42750424
Méfait,2016-11-02,jour,5,279263.313,5033036,-73.826399,45.4367903
Méfait,2016-01-09,jour,5,279263.313,5033036,-73.826399,45.4367903
Introduction,2015-11-17,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2016-02-09,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2016-02-14,soir,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2015-11-15,soir,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2015-09-19,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2015-12-03,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-06-12,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-03-18,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-03-16,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-03-16,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-02-23,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-02-25,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-03-25,soir,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2015-11-23,nuit,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2015-11-16,jour,8,287925.375,5034797,-73.71574562,45.45289929
Vol dans / sur véhicule à moteur,2015-11-16,jour,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2016-01-09,soir,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2016-01-10,soir,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2016-01-11,nuit,8,287925.375,5034797,-73.71574562,45.45289929
Introduction,2016-05-11,soir,9,293018.563,5034657.5,-73.65062507,45.45174844
Vol dans / sur véhicule à moteur,2016-09-24,jour,13,292814.469,5032134.5,-73.65317295,45.42904176
Méfait,2016-06-29,nuit,13,292814.469,5032134.5,-73.65317295,45.42904176
Vol dans / sur véhicule à moteur,2017-11-19,jour,13,292814.469,5032134.5,-73.65317295,45.42904176
Vol dans / sur véhicule à moteur,2015-01-29,soir,46,301180.063,5051890,-73.54640813,45.60690305
Introduction,2015-12-08,jour,46,301180.063,5051890,-73.54640813,45.60690305
Introduction,2017-04-11,jour,46,301180.063,5051890,-73.54640813,45.60690305
Vol de véhicule à moteur,2017-03-28,nuit,13,294851.531,5033449,-73.6271663,45.44090225
Vol dans / sur véhicule à moteur,2017-06-06,jour,24,296293.09,5042224.898,-73.60889162,45.51989076
Vol de véhicule à moteur,2016-09-21,nuit,24,296293.09,5042224.898,-73.60889162,45.51989076
Introduction,2017-03-29,soir,24,296293.09,5042224.898,-73.60889162,45.51989076
Vol dans / sur véhicule à moteur,2016-02-03,soir,10,285599.927,5041317.89,-73.74573165,45.51151672
Méfait,2016-02-08,jour,39,293156.531,5049058,-73.64920322,45.5813319
Vol dans / sur véhicule à moteur,2017-06-27,soir,39,293156.531,5049058,-73.64920322,45.5813319
Vol de véhicule à moteur,2017-06-30,nuit,39,293156.531,5049058,-73.64920322,45.5813319
Introduction,2017-11-08,soir,46,300101.339,5050578.745,-73.5602249,45.59509757
Introduction,2017-07-13,soir,48,303754.431,5050799.888,-73.51340202,45.59710257
Méfait,2016-05-12,jour,12,297522.59,5037744.515,-73.59308713,45.47958829
Vol de véhicule à moteur,2016-06-20,nuit,12,297522.59,5037744.515,-73.59308713,45.47958829
Méfait,2017-05-14,soir,12,297522.59,5037744.515,-73.59308713,45.47958829
Méfait,2017-05-26,jour,12,297522.59,5037744.515,-73.59308713,45.47958829
Méfait,2016-09-08,jour,12,297522.59,5037744.515,-73.59308713,45.47958829
Vol de véhicule à moteur,2016-02-07,jour,46,301199.406,5052589,-73.54616531,45.61319294
Vol dans / sur véhicule à moteur,2017-12-05,jour,46,301199.406,5052589,-73.54616531,45.61319294
Vol dans / sur véhicule à moteur,2015-08-19,soir,5,286343,5033860,-73.73594129,45.44442775
Vol dans / sur véhicule à moteur,2016-08-10,soir,5,286343,5033860,-73.73594129,45.44442775
Vol de véhicule à moteur,2015-10-19,jour,46,301019.813,5050491,-73.54845172,45.59431362
Introduction,2016-12-26,soir,5,279394.594,5034311,-73.82478687,45.44826802
Méfait,2016-03-14,soir,13,294731.406,5033287,-73.62869848,45.43944277
Introduction,2017-03-10,soir,46,301153.052,5050428.374,-73.54674349,45.5937508
Méfait,2015-05-14,nuit,13,294770.781,5033340,-73.62819626,45.43992026
Introduction,2017-10-17,jour,5,279470.906,5034085.5,-73.82379969,45.44624165
Introduction,2015-04-29,soir,13,292981.117,5031397.118,-73.65102553,45.42240925
Vol de véhicule à moteur,2015-10-10,jour,39,295913.281,5051530,-73.6139224,45.6036163
Méfait,2015-12-12,jour,39,295913.281,5051530,-73.6139224,45.6036163
Méfait,2015-08-22,jour,49,303986.51,5058571.072,-73.51044022,45.66702975
Vol dans / sur véhicule à moteur,2015-11-11,jour,49,303986.51,5058571.072,-73.51044022,45.66702975
Introduction,2016-06-01,jour,49,303986.51,5058571.072,-73.51044022,45.66702975
Vol de véhicule à moteur,2015-04-13,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-05-14,soir,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-05-14,soir,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-05-14,soir,5,287119.781,5034502.5,-73.72603464,45.45022934
Introduction,2016-09-03,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Introduction,2017-10-10,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2016-01-29,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2016-03-09,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Introduction,2016-11-07,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol de véhicule à moteur,2016-08-20,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2016-05-02,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Introduction,2017-05-07,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol de véhicule à moteur,2017-05-07,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol de véhicule à moteur,2016-06-15,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-05-14,soir,5,287119.781,5034502.5,-73.72603464,45.45022934
Introduction,2015-06-16,nuit,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-10-18,jour,5,287119.781,5034502.5,-73.72603464,45.45022934
Vol dans / sur véhicule à moteur,2015-08-14,jour,3,274692.344,5036173.5,-73.88501398,45.46484061
Vol dans / sur véhicule à moteur,2015-06-01,jour,3,274692.344,5036173.5,-73.88501398,45.46484061
Introduction,2017-12-06,jour,3,274692.344,5036173.5,-73.88501398,45.46484061
Vol de véhicule à moteur,2015-03-29,nuit,39,295693,5052921,-73.61677224,45.61613
Introduction,2015-02-20,jour,39,295693,5052921,-73.61677224,45.61613
Vol de véhicule à moteur,2016-06-12,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Vol dans / sur véhicule à moteur,2017-07-15,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Méfait,2017-11-11,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Introduction,2017-08-03,soir,8,292912.406,5033879.5,-73.65196348,45.44474582
Introduction,2017-08-20,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Vol de véhicule à moteur,2017-11-07,nuit,8,292912.406,5033879.5,-73.65196348,45.44474582
Méfait,2017-10-16,jour,8,292912.406,5033879.5,-73.65196348,45.44474582
Introduction,2017-06-20,nuit,27,292512.929,5046813.247,-73.65739409,45.56112189
Introduction,2016-04-26,soir,27,292512.929,5046813.247,-73.65739409,45.56112189
Introduction,2017-05-06,nuit,27,292512.929,5046813.247,-73.65739409,45.56112189
Introduction,2015-12-13,soir,27,292512.929,5046813.247,-73.65739409,45.56112189
Introduction,2015-11-20,soir,27,292512.929,5046813.247,-73.65739409,45.56112189
Vol dans / sur véhicule à moteur,2015-02-08,jour,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2016-09-09,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2017-08-11,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Vol dans / sur véhicule à moteur,2016-04-09,jour,16,299551.906,5035777.5,-73.56710866,45.46190636
Vol de véhicule à moteur,2016-05-02,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2017-03-01,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Vol dans / sur véhicule à moteur,2017-04-14,jour,16,299551.906,5035777.5,-73.56710866,45.46190636
Vol dans / sur véhicule à moteur,2015-11-01,jour,16,299551.906,5035777.5,-73.56710866,45.46190636
Méfait,2016-04-02,jour,16,299551.906,5035777.5,-73.56710866,45.46190636
Méfait,2015-09-10,nuit,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2015-07-13,nuit,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2015-09-10,nuit,16,299551.906,5035777.5,-73.56710866,45.46190636
Méfait,2015-05-29,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Introduction,2015-08-07,soir,16,299551.906,5035777.5,-73.56710866,45.46190636
Vol dans / sur véhicule à moteur,2016-09-11,jour,42,297573.281,5051246.5,-73.59263803,45.60108453
Introduction,2015-08-10,soir,8,288187.156,5033914.5,-73.71236891,45.44496443
Vol dans / sur véhicule à moteur,2015-11-20,jour,8,288187.156,5033914.5,-73.71236891,45.44496443
Méfait,2015-03-09,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2015-04-03,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2015-04-24,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2017-12-05,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2016-11-11,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2015-10-15,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Méfait,2015-09-22,jour,12,297667.406,5038391.5,-73.59124415,45.48541165
Introduction,2016-08-05,nuit,12,297667.406,5038391.5,-73.59124415,45.48541165
Introduction,2016-10-07,soir,7,292248.782,5041571.843,-73.66064337,45.51395324
Vol de véhicule à moteur,2017-07-12,soir,42,298275.469,5048838.5,-73.58360464,45.57942361
Introduction,2017-10-21,jour,42,298275.469,5048838.5,-73.58360464,45.57942361
Vol de véhicule à moteur,2017-02-23,jour,7,292220.4238,5041499.967,-73.66100449,45.51330597
Méfait,2015-10-01,jour,7,292220.4238,5041499.967,-73.66100449,45.51330597
Vol de véhicule à moteur,2017-04-15,jour,42,298385.781,5049511.5,-73.58219995,45.58548049
Vol de véhicule à moteur,2017-10-25,nuit,42,298385.781,5049511.5,-73.58219995,45.58548049
Vol dans / sur véhicule à moteur,2017-01-21,jour,42,298385.781,5049511.5,-73.58219995,45.58548049
Vol dans / sur véhicule à moteur,2016-08-25,jour,42,298385.781,5049511.5,-73.58219995,45.58548049
Vol de véhicule à moteur,2016-12-06,nuit,42,298385.781,5049511.5,-73.58219995,45.58548049
Vol de véhicule à moteur,2017-10-18,nuit,8,288211.938,5033657.5,-73.71204345,45.44265242
Vol de véhicule à moteur,2016-06-01,jour,8,288211.938,5033657.5,-73.71204345,45.44265242
Vol dans / sur véhicule à moteur,2017-08-24,jour,31,296453.871,5045775.048,-73.60689407,45.55183824
Vol dans / sur véhicule à moteur,2015-09-04,jour,31,296453.871,5045775.048,-73.60689407,45.55183824
Introduction,2017-09-16,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Méfait,2016-07-25,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Méfait,2016-07-07,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Vol dans / sur véhicule à moteur,2016-06-27,soir,38,298577.899,5043147.087,-73.57965696,45.52821311
Vol de véhicule à moteur,2017-07-01,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2017-07-01,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2016-11-30,soir,38,298577.899,5043147.087,-73.57965696,45.52821311
Méfait,2016-04-25,soir,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2015-09-29,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2015-07-31,soir,38,298577.899,5043147.087,-73.57965696,45.52821311
Méfait,2015-09-01,jour,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2015-05-14,soir,38,298577.899,5043147.087,-73.57965696,45.52821311
Introduction,2015-11-23,jour,39,294571.406,5049875,-73.63108971,45.58870573
Introduction,2017-10-13,jour,7,291190.156,5042732,-73.67422491,45.5243729
Méfait,2015-05-16,jour,39,294716.781,5049677,-73.6292225,45.5869262
Vol dans / sur véhicule à moteur,2015-05-28,jour,39,294716.781,5049677,-73.6292225,45.5869262
Vol de véhicule à moteur,2015-08-09,jour,39,294716.781,5049677,-73.6292225,45.5869262
Vol dans / sur véhicule à moteur,2016-01-08,jour,39,294716.781,5049677,-73.6292225,45.5869262
Vol dans / sur véhicule à moteur,2016-04-23,soir,39,294716.781,5049677,-73.6292225,45.5869262
Vol de véhicule à moteur,2017-02-19,jour,39,294716.781,5049677,-73.6292225,45.5869262
Méfait,2017-07-02,jour,7,290168.969,5041604,-73.68726378,45.51420207
Introduction,2017-04-16,jour,27,293595.697,5046281.311,-73.64351198,45.55635363
Méfait,2017-11-09,jour,27,293595.697,5046281.311,-73.64351198,45.55635363
Vol dans / sur véhicule à moteur,2016-07-12,soir,27,293595.697,5046281.311,-73.64351198,45.55635363
Vol de véhicule à moteur,2016-06-29,jour,27,293595.697,5046281.311,-73.64351198,45.55635363
Introduction,2017-12-11,nuit,46,300804.813,5050243.5,-73.55120541,45.59208534
Méfait,2016-03-01,jour,39,294424,5050075,-73.63298311,45.5905032
Introduction,2016-05-05,soir,39,294424,5050075,-73.63298311,45.5905032
Introduction,2015-08-23,jour,39,294424,5050075,-73.63298311,45.5905032
Vol dans / sur véhicule à moteur,2016-09-23,jour,8,290207.031,5032894,-73.6865179,45.43582657
Vols qualifiés,2015-08-23,jour,8,290207.031,5032894,-73.6865179,45.43582657
Vols qualifiés,2015-08-09,soir,8,290207.031,5032894,-73.6865179,45.43582657
Vol de véhicule à moteur,2017-05-27,jour,8,290469.531,5032886.5,-73.68316259,45.43576451
Méfait,2017-06-25,nuit,8,290469.531,5032886.5,-73.68316259,45.43576451
Introduction,2015-04-22,jour,42,298385.781,5049511.5,-73.58219995,45.58548049
Introduction,2015-04-27,soir,49,304278.094,5054679.5,-73.5066939,45.63201289
Introduction,2015-08-31,nuit,49,304278.094,5054679.5,-73.5066939,45.63201289
Vol dans / sur véhicule à moteur,2015-12-14,soir,49,304278.094,5054679.5,-73.5066939,45.63201289
Vol de véhicule à moteur,2016-12-24,soir,49,304278.094,5054679.5,-73.5066939,45.63201289
Méfait,2017-04-23,soir,24,295385.313,5041922.5,-73.62050567,45.51715799
Introduction,2016-06-04,nuit,5,280565.25,5035441,-73.80987692,45.45847776
Vol dans / sur véhicule à moteur,2017-02-03,jour,9,291553.781,5035569.5,-73.66937673,45.45992881
Vol dans / sur véhicule à moteur,2016-11-28,jour,9,291553.781,5035569.5,-73.66937673,45.45992881
Vol dans / sur véhicule à moteur,2016-11-28,soir,9,291553.781,5035569.5,-73.66937673,45.45992881
Vol dans / sur véhicule à moteur,2016-12-06,jour,9,291553.781,5035569.5,-73.66937673,45.45992881
Introduction,2017-09-09,soir,9,291553.781,5035569.5,-73.66937673,45.45992881
Introduction,2015-07-29,jour,39,295689.531,5052560.5,-73.61680998,45.61288609
Méfait,2017-07-22,nuit,39,295689.531,5052560.5,-73.61680998,45.61288609
Introduction,2017-09-09,soir,39,295689.531,5052560.5,-73.61680998,45.61288609
Vol de véhicule à moteur,2015-12-02,soir,39,295689.531,5052560.5,-73.61680998,45.61288609
Introduction,2016-05-07,soir,39,295689.531,5052560.5,-73.61680998,45.61288609
Vol dans / sur véhicule à moteur,2017-09-04,jour,39,295689.531,5052560.5,-73.61680998,45.61288609
Vol dans / sur véhicule à moteur,2017-09-05,nuit,39,295689.531,5052560.5,-73.61680998,45.61288609
Méfait,2015-10-23,nuit,39,295689.531,5052560.5,-73.61680998,45.61288609
Méfait,2015-10-26,jour,39,295689.531,5052560.5,-73.61680998,45.61288609
Introduction,2015-05-15,soir,4,277252.375,5037096,-73.8523289,45.47324721
Introduction,2016-11-08,nuit,49,304296.03,5054760.34,-73.50646394,45.63274032
Vol de véhicule à moteur,2017-12-13,nuit,49,304296.03,5054760.34,-73.50646394,45.63274032
Introduction,2015-10-04,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Vols qualifiés,2017-09-18,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Introduction,2016-11-17,nuit,42,296332.344,5049151.5,-73.60850902,45.58221914
Méfait,2016-07-26,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Méfait,2016-01-25,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Méfait,2017-10-02,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Introduction,2016-05-18,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Vol dans / sur véhicule à moteur,2017-05-09,jour,42,296332.344,5049151.5,-73.60850902,45.58221914
Introduction,2015-07-16,soir,42,296332.344,5049151.5,-73.60850902,45.58221914
Vol dans / sur véhicule à moteur,2016-07-15,soir,39,293842.875,5050569,-73.64044212,45.59493943
Introduction,2017-01-17,jour,39,293842.875,5050569,-73.64044212,45.59493943
Vol dans / sur véhicule à moteur,2015-08-24,jour,12,297004.584,5038804.515,-73.59972989,45.48912105
Introduction,2017-11-12,nuit,12,297004.584,5038804.515,-73.59972989,45.48912105
Vol de véhicule à moteur,2015-05-05,jour,13,295501.031,5030733,-73.6188128,45.41647119
Vol dans / sur véhicule à moteur,2016-10-20,soir,13,295501.031,5030733,-73.6188128,45.41647119
Méfait,2016-08-04,jour,35,297354.716,5044669.134,-73.59533958,45.54189705
Vols qualifiés,2016-02-01,nuit,35,297354.716,5044669.134,-73.59533958,45.54189705
Introduction,2015-01-15,soir,35,297354.716,5044669.134,-73.59533958,45.54189705
Introduction,2015-01-15,soir,35,297354.716,5044669.134,-73.59533958,45.54189705
Vol de véhicule à moteur,2015-12-21,jour,24,297024.313,5042040.5,-73.59952878,45.51824001
Vol de véhicule à moteur,2017-04-25,nuit,42,298774.531,5049351.5,-73.57721605,45.58404424
Vol dans / sur véhicule à moteur,2017-11-11,jour,39,295054.656,5051434,-73.62492752,45.60274096
